일자,불쾌지수,최고기온(℃),최저기온(℃),rain,계절
2020-08-13,80.31989999999999,32.7,24.2,0.0,여름
2020-08-14,81.190225,32.2,26.1,0.0,여름
2020-08-18,80.44742500000001,35.0,23.5,0.0,여름
2020-08-19,79.99084500000001,35.2,23.0,0.0,여름
2020-08-20,79.99758399999999,35.7,22.6,0.0,여름
2020-08-21,79.0184,32.9,23.3,0.0,여름
2020-08-24,78.161439,33.2,22.7,0.0,여름
2020-08-25,79.42076,34.1,22.2,0.0,여름
2020-08-26,79.39609999999999,32.6,25.1,8.3,여름
2020-08-27,79.714576,30.8,25.5,14.6,여름
2020-08-28,78.858833,30.6,24.2,0.8,여름
2020-08-31,77.701846,30.2,23.6,2.2,여름
2020-09-01,76.46624,30.5,22.2,0.0,가을
2020-09-02,76.40168,27.1,23.8,49.9,가을
2020-09-03,74.685172,30.6,18.4,50.5,가을
2020-09-04,71.170162,29.2,16.6,0.0,가을
2020-09-07,70.508858,24.9,19.3,49.9,가을
2020-09-08,73.778843,29.1,21.5,0.5,가을
2020-09-09,71.35159999999999,27.2,18.6,10.8,가을
2020-09-10,71.78855899999999,28.9,19.4,10.5,가을
2020-09-11,70.40257,26.3,19.7,3.3,가을
2020-09-14,70.49157,27.7,18.8,0.0,가을
2020-09-15,71.3856,28.3,18.2,0.0,가을
2020-09-16,69.941576,23.3,19.8,1.8,가을
2020-09-17,68.62904400000001,23.7,18.1,3.7,가을
2020-09-18,65.473036,23.4,14.8,1.1,가을
2020-09-21,62.625775000000004,24.5,11.1,0.0,가을
2020-09-22,62.917744,23.2,13.5,0.0,가을
2020-09-23,65.02034499999999,22.6,13.1,0.0,가을
2020-09-24,66.696184,24.5,15.1,0.0,가을
2020-09-25,66.44814600000001,25.7,13.2,0.0,가을
2020-09-28,61.9928,24.7,10.0,0.0,가을
2020-10-05,59.929761,21.3,10.6,0.0,가을
2020-10-06,58.934028999999995,22.8,7.9,0.0,가을
2020-10-07,62.164229999999996,23.2,10.8,0.0,가을
2020-10-08,63.16126,22.9,15.1,0.0,가을
2020-10-12,62.22344,24.8,12.0,0.0,가을
2020-10-13,57.649298,22.8,8.1,0.0,가을
2020-10-14,56.49741,22.1,6.4,0.0,가을
2020-10-15,57.419560000000004,22.5,8.5,0.0,가을
2020-10-16,54.392744,17.1,5.9,0.0,가을
2020-10-19,55.538168,22.2,5.4,0.0,가을
2020-10-20,55.546308,23.2,5.0,0.0,가을
2020-10-21,56.2751,18.6,8.3,27.6,가을
2020-10-22,58.561152,18.7,10.9,0.8,가을
2020-10-23,53.532859,18.0,4.8,0.0,가을
2020-10-26,53.30364,21.3,3.9,0.0,가을
2020-10-27,53.771854,21.8,5.0,0.0,가을
2020-10-28,55.189857,20.4,7.5,0.0,가을
2020-10-29,52.26675,19.6,2.7,0.0,가을
2020-10-30,52.405463,20.2,3.0,0.0,가을
2020-11-02,53.774072000000004,18.6,4.5,1.9,가을
2020-11-03,48.18139,13.3,1.9,0.0,가을
2020-11-04,44.744762,15.3,-1.8,0.0,가을
2020-11-05,48.009375,15.8,-2.5,0.0,가을
2020-11-06,52.67296,14.6,6.3,0.0,가을
2020-11-09,50.04298,14.6,2.8,0.0,가을
2020-11-10,48.881696,16.7,1.5,0.0,가을
2020-11-11,46.402968,16.5,-1.3,0.0,가을
2020-11-12,47.390625,18.8,0.1,0.0,가을
2020-11-13,48.651904,20.2,0.3,0.0,가을
2020-11-16,53.168058,21.6,3.4,0.0,가을
2020-11-17,59.032677,19.3,11.3,0.0,가을
2020-11-18,64.25807,23.6,12.9,1.9,가을
2020-11-19,65.98530099999999,23.6,12.7,20.4,가을
2020-11-20,50.808039,14.0,3.7,0.0,가을
2020-11-23,46.2276,12.4,0.6,0.0,가을
2020-11-24,45.740114,13.6,0.2,0.0,가을
2020-11-25,47.57748,15.6,0.1,0.0,가을
2020-11-26,48.221000000000004,13.8,2.4,0.0,가을
2020-11-27,47.807284,13.8,2.2,0.0,가을
2020-11-30,43.896281,10.8,-1.8,0.0,가을
2020-12-01,41.730072,10.8,-4.9,0.0,겨울
2020-12-02,42.79308,10.9,-2.3,0.0,겨울
2020-12-03,43.499835,10.8,-2.7,0.0,겨울
2020-12-04,42.13492,9.5,-3.1,0.0,겨울
2020-12-07,39.780096,10.8,-3.6,0.0,겨울
2020-12-08,40.720763,9.0,-3.0,0.0,겨울
2020-12-09,38.437960000000004,10.8,-6.0,0.0,겨울
2020-12-10,42.034688,10.6,-1.8,0.0,겨울
2020-12-11,43.189316000000005,13.4,-2.5,0.0,겨울
2020-12-14,40.207518,1.9,-4.1,0.0,겨울
2020-12-15,37.52877,2.1,-6.3,0.0,겨울
2020-12-16,35.388878,3.1,-8.8,0.0,겨울
2020-12-17,34.828936,6.1,-9.8,0.0,겨울
2020-12-18,38.099514,8.8,-7.0,0.0,겨울
2020-12-21,34.585492,7.7,-7.4,0.0,겨울
2020-12-22,34.293341,8.6,-7.5,0.0,겨울
2020-12-23,35.723264,9.0,-6.6,0.0,겨울
2020-12-24,43.927931,12.8,-1.8,0.0,겨울
2021-01-04,35.535075,7.2,-7.7,0.0,겨울
2021-01-05,38.348776,6.9,-5.5,0.0,겨울
2021-01-06,36.48004,2.2,-8.1,0.0,겨울
2021-01-07,31.920503999999998,-1.3,-12.1,0.0,겨울
2021-01-08,27.74068,-1.9,-15.4,0.0,겨울
2021-01-11,31.488203000000002,1.3,-7.9,0.0,겨울
2021-01-12,33.984454,5.4,-10.4,0.0,겨울
2021-01-13,41.684484,11.8,-4.8,0.0,겨울
2021-01-14,41.260933,13.0,-4.9,0.0,겨울
2021-01-15,47.2325,15.6,-1.9,0.0,겨울
2021-01-18,36.581708,5.1,-8.3,0.2,겨울
2021-01-19,37.641360000000006,5.6,-8.2,0.0,겨울
2021-01-20,36.57056,10.6,-9.7,0.0,겨울
2021-01-21,43.391744,12.6,-2.6,1.7,겨울
2021-01-22,44.78425,9.8,5.1,1.2,겨울
2021-01-25,45.291246,14.3,-1.2,0.0,겨울
2021-01-26,40.990585,7.4,1.5,10.3,겨울
