상호명,분류,영업상태,도로명주소,시군구명,공사립구분,위도,경도,인허가일자,폐업일자
피트니스 FM,헬스장,영업중,"서울특별시 관악구 남부순환로 1817, Q타워 지하1층 B102호 (봉천동)",관악구,사립,37.481647479025774,126.94927169109714,2020-09-10,
와일드짐,헬스장,영업중,"서울특별시 노원구 한글비석로 444, 교림노원프라자 4층 405,411,412호 (상계동)",노원구,사립,37.66367347468082,127.06565160144947,2020-09-10,
리파인 더 핏,헬스장,영업중,"서울특별시 양천구 목동서로 285, 황금프라자 801,802호 (신정동)",양천구,사립,37.52184159682027,126.86626687151553,2020-09-03,
206짐,헬스장,영업중,"서울특별시 강남구 삼성로 605, 청송빌딩 (삼성동)",강남구,사립,37.513517088880846,127.04983132304712,2020-09-15,
셀렉트짐,헬스장,영업중,"서울특별시 종로구 경희궁길 7, 지하1층 (신문로2가)",종로구,사립,37.570836556139554,126.96898156305393,2020-09-04,
천샘PT,헬스장,영업중,"서울특별시 관악구 장군봉1길 49, 2~3층 (봉천동)",관악구,사립,37.48174760198242,126.93988924579351,2020-09-03,
LAFIT PT STUDIO,헬스장,영업중,"서울특별시 영등포구 국회대로37길 25, 로얄프라자 (당산동4가)",영등포구,사립,37.52906586831814,126.89765332944445,2020-09-14,
휘트니스 플레이스(Fitness Place),헬스장,영업중,"서울특별시 송파구 충민로2길 28, 대진플라자2 2층 201, 202, 203호 (장지동)",송파구,사립,37.477243249375334,127.12451410251344,2020-09-09,
코드엠 트레이닝,헬스장,영업중,"서울특별시 송파구 마천로8길 21, 지하1층 (오금동)",송파구,사립,37.50664263236881,127.12572297567758,2020-09-09,
레오핏,헬스장,영업중,"서울특별시 강서구 마곡중앙6로 42, 사이언스타 304호 (마곡동)",강서구,사립,37.56012072932644,126.82920674929154,2020-09-07,
라인핏,헬스장,영업중,"서울특별시 강서구 공항대로 227, 마곡센트럴타워Ⅰ 217호 (마곡동)",강서구,사립,37.55956131894886,126.82983133979313,2020-09-22,
헬스GO 피트니스,헬스장,영업중,"서울특별시 마포구 포은로 75, 3층 (망원동)",마포구,사립,37.55393167136913,126.90253144106907,2020-09-25,
와이짐,헬스장,영업중,"서울특별시 관악구 남부순환로 1630, 지하1층 (신림동)",관악구,사립,37.48423028503806,126.92888698541249,2020-09-25,
피티나인,헬스장,영업중,"서울특별시 관악구 신원로 38, 4층 (신림동)",관악구,사립,37.48188738701418,126.92649995094953,2020-09-25,
빌드업피트니스 성수역점,헬스장,영업중,"서울특별시 성동구 아차산로 97, 남영빌딩 3층 (성수동2가)",성동구,사립,37.545197156379494,127.05219179653669,2020-10-07,
짐나우 신용산점,헬스장,영업중,"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 82,83호 (한강로3가)",용산구,사립,37.52592820774386,126.96460168150907,2020-09-25,
F45 트레이닝 역삼,헬스장,영업중,서울특별시 강남구 테헤란로14길 13 (역삼동),강남구,사립,37.49852782192786,127.03059228638024,2020-09-18,
FIT-GYM,헬스장,영업중,"서울특별시 영등포구 여의대방로62길 2, 봉덕빌딩 (신길동)",영등포구,사립,37.513822061544346,126.92379683522182,2020-09-22,
피트니스위 광운대역점,헬스장,영업중,"서울특별시 노원구 석계로 102, 주원21빌딩 7층 (월계동)",노원구,사립,37.62329638335286,127.05804870978722,2020-10-08,
행복해GYM,헬스장,영업중,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 212호 (마곡동)",강서구,사립,37.56671270025915,126.81567659557899,2020-10-07,
에이치 제이에스 퍼스널 트레이닝(HJS PT),헬스장,영업중,"서울특별시 구로구 천왕로 106, 골드프라자 603층 (천왕동)",구로구,사립,37.486031231898785,126.83566021503778,2020-09-18,
MASTER GYM(마스터짐 앤 필라테스),헬스장,영업중,"서울특별시 강남구 압구정로79길 56, 아름다운빌딩 (청담동)",강남구,사립,37.52539429597706,127.04889392711229,2020-09-25,
데일리프로젝트 피트니스,헬스장,영업중,서울특별시 영등포구 도신로 255 (신길동),영등포구,사립,37.513940297299975,126.915334424938,2020-10-08,
"PT STUDIO, SOOM",헬스장,영업중,"서울특별시 서대문구 연희로 48-20, 4층 (연희동)",서대문구,사립,37.56271849922428,126.92552339770783,2020-10-08,
테라피티 천호,헬스장,영업중,"서울특별시 강동구 천호옛길 82, 토바빌딩 -1층 (성내동)",강동구,사립,37.535915311517925,127.12253466612921,2020-10-05,
애니타임피트니스 송파동점,헬스장,영업중,"서울특별시 송파구 가락로 205, 송림빌딩 1층 (송파동)",송파구,사립,37.506833309741175,127.11300257044533,2020-10-06,
미니 휘트니스,헬스장,영업중,"서울특별시 양천구 목동동로 377, 지하1층 (목동)",양천구,사립,37.535323056097596,126.87598411042906,2020-09-27,
머슬96 짐(Muscle96 Gym) 개봉점,헬스장,영업중,"서울특별시 구로구 경서로 11, 201호 (개봉동)",구로구,사립,37.49855946656445,126.85360846455642,2020-09-28,
액트짐 신논현점,헬스장,영업중,"서울특별시 강남구 봉은사로 116, 은성빌딩 (역삼동)",강남구,사립,37.504684527601,127.02353647872623,2020-09-28,
타잇바디짐,헬스장,영업중,서울특별시 강남구 역삼로65길 20 (대치동),강남구,사립,37.50254239055642,127.04966854036547,2020-09-29,
에스바디짐,헬스장,영업중,"서울특별시 송파구 가락로 144, 송파 린 3층 (송파동)",송파구,사립,37.50235969081191,127.10900739011284,2020-09-29,
몬스터핏189,헬스장,영업중,"서울특별시 양천구 목동동로 189, 201호 (신정동, 삼성쉐르빌1)",양천구,사립,37.52266275240935,126.86754163980503,2020-09-23,
FIT NOMAD,헬스장,영업중,"서울특별시 용산구 이태원로17길 23-17, 1층 (이태원동)",용산구,사립,37.53548881612104,126.98814612260205,2020-10-06,
홍대 프로씨드 짐,헬스장,영업중,"서울특별시 마포구 동교로22길 38, 지하1층 (서교동)",마포구,사립,37.554326445596246,126.91502861125412,2020-09-23,
스테디 짐,헬스장,영업중,"서울특별시 양천구 목동동로 339, B133 ~ 134호 (목동, 목동트윈빌)",양천구,사립,37.532180630768295,126.87392802958212,2020-10-05,
YOON GYM,헬스장,영업중,"서울특별시 강남구 논현로140길 30, 지하1층 (논현동)",강남구,사립,37.51708298635389,127.02881987674427,2020-10-06,
J Class Gym,헬스장,영업중,"서울특별시 강동구 암사길 25, 2층 (암사동)",강동구,사립,37.551802107742844,127.12914219919188,2020-10-12,
FIT 36.5,헬스장,영업중,"서울특별시 도봉구 노해로 379, 501호 (창동)",도봉구,사립,37.65249907758219,127.04736144103363,2020-10-21,
짐타운,헬스장,영업중,서울특별시 강남구 언주로172길 14 (신사동),강남구,사립,37.52763403064548,127.03200026122413,2020-10-20,
프로짐,헬스장,영업중,"서울특별시 강남구 선릉로 655, 성부빌딩 2, 3층 (논현동)",강남구,사립,37.51513894006887,127.0388417791389,2020-10-20,
쿰짐(제이벌스),헬스장,영업중,"서울특별시 동대문구 황물로 42, 2층 (답십리동)",동대문구,사립,37.573274619049585,127.04337656205098,2020-10-13,
베스트 트레이닝 스튜디오(BTS),헬스장,영업중,"서울특별시 송파구 송파대로 345, A동 B1층 3호 (가락동, 헬리오시티)",송파구,사립,37.49751934130815,127.10433633399546,2020-10-15,
어썸핏,헬스장,영업중,"서울특별시 송파구 석촌호수로 298, 2층 2호 (송파동, 잠실대우레이크월드)",송파구,사립,37.51154937492758,127.10529914961876,2020-10-15,
원앤온리짐,헬스장,영업중,"서울특별시 영등포구 국제금융로 86 (여의도동, 롯데캐슬 아이비)",영등포구,사립,37.52019519171739,126.92885357609067,2020-10-14,
테라피티,헬스장,영업중,"서울특별시 송파구 석촌호수로 146, 지하1층 (삼전동)",송파구,사립,37.50688940425792,127.09027842157649,2020-10-21,
핏플즈,헬스장,영업중,"서울특별시 서초구 서초중앙로31길 14-11, 1층 (반포동)",서초구,사립,37.50049554839788,127.00757086237623,2020-10-12,
피트니스비엠 ㈜피트비엠,헬스장,영업중,"서울특별시 중구 세종대로 135, 코리아나호텔 4층 (태평로1가)",중구,사립,37.56830190873118,126.97375579995668,2020-10-13,
SSAC PT,헬스장,영업중,"서울특별시 서대문구 거북골로 55, 3층 (남가좌동)",서대문구,사립,37.57818373700777,126.91933109185487,2020-10-29,
에스인핏PT,헬스장,영업중,"서울특별시 금천구 독산로 31-1, 대양빌딩 3층 (시흥동)",금천구,사립,37.4502994365976,126.90272802075461,2020-10-23,
밸류짐,헬스장,영업중,"서울특별시 송파구 중대로9길 30, 다보빌딩 (가락동)",송파구,사립,37.49583683208553,127.11595767603318,2020-10-28,
온더피티 스튜디오,헬스장,영업중,"서울특별시 강남구 강남대로62길 18, 2층 202호 (역삼동)",강남구,사립,37.49045536900181,127.03016449640756,2020-10-29,
내셔널짐,헬스장,영업중,"서울특별시 용산구 백범로 341, A동 302호 (원효로1가, 리첸시아 용산)",용산구,사립,37.538275683910605,126.96447297558022,2020-10-27,
3Y짐,헬스장,영업중,"서울특별시 서대문구 응암로 108, 지하1층 (북가좌동)",서대문구,사립,37.58209877766579,126.91046053999395,2020-11-09,
청담피트니스,헬스장,영업중,"서울특별시 강남구 학동로97길 20, 성호빌딩 지하1층 (청담동)",강남구,사립,37.52120146874694,127.05258346390494,2020-11-04,
허니짐,헬스장,영업중,"서울특별시 마포구 어울마당로5길 42, 상상하는 사람 2층 (서교동)",마포구,사립,37.54986252409618,126.91555431739475,2020-11-02,
에이블짐 신촌점,헬스장,영업중,"서울특별시 마포구 신촌로 134, 신촌빌딩 지하1층 (노고산동)",마포구,사립,37.555907519803235,126.93758212617563,2020-11-05,
FITNESS K,헬스장,영업중,"서울특별시 동대문구 사가정로 136, 3층 (전농동)",동대문구,사립,37.577571040031295,127.05699869563318,2020-11-05,
빗미PT,헬스장,영업중,"서울특별시 마포구 월드컵북로 9-1, 4층 (서교동)",마포구,사립,37.555779592589886,126.9175095975495,2020-11-03,
어뉴바디 PT&Pilates,헬스장,영업중,"서울특별시 강서구 강서로 153, 3층 (화곡동)",강서구,사립,37.54040404248253,126.83815997396128,2020-11-02,
(주)비스코 헬스케어,헬스장,영업중,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 12층 001호 (구의동)",광진구,사립,37.53569970282233,127.09287476255793,2020-11-05,
피크닉짐,헬스장,영업중,"서울특별시 송파구 가락로 241, ING파크뷰 2층 (방이동)",송파구,사립,37.509831293794896,127.11487241080137,2020-11-05,
더 스탠다드 짐,헬스장,영업중,"서울특별시 강동구 동남로81길 8, 고덕크리닉 5층 (고덕동)",강동구,사립,37.5607205391858,127.15345380001608,2020-11-11,
아미코스 피트니스,헬스장,영업중,서울특별시 송파구 새말로10길 5 (문정동),송파구,사립,37.48240491816005,127.12463432890468,2020-11-17,
팀엑스핏 개봉,헬스장,영업중,"서울특별시 구로구 남부순환로97길 12, 진영빌딩 5층 (개봉동)",구로구,사립,37.49415705432355,126.8558111237787,2020-11-13,
온유어짐 PT studio 압구정,헬스장,영업중,"서울특별시 강남구 논현로176길 20, 지하1층 (신사동)",강남구,사립,37.52723268870466,127.02725357816941,2020-11-12,
드림핏퍼스널트레이닝센터,헬스장,영업중,"서울특별시 강동구 명일로 189, 초우빌딩 4층 (길동)",강동구,사립,37.535668346063424,127.14226764857239,2020-11-12,
에이블짐 응암점,헬스장,영업중,"서울특별시 은평구 은평로 116, 위산일리온시티 지하1층, 지하2층 (응암동)",은평구,사립,37.59989708254694,126.91781874923598,2020-11-17,
에이투짐,헬스장,영업중,"서울특별시 광진구 자양로 65, 지하1층 (자양동)",광진구,사립,37.53363081243522,127.08147411509889,2020-11-11,
필짐,헬스장,영업중,"서울특별시 노원구 공릉로 198, 2층 (공릉동)",노원구,사립,37.627464639940655,127.07568625172182,2022-11-02,
마이티핏,헬스장,영업중,"서울특별시 강남구 삼성로95길 15, 천해빌딩 지하1층 (삼성동)",강남구,사립,37.50775773399863,127.05163850983591,2022-11-02,
PeTer Gym Studio,헬스장,영업중,"서울특별시 양천구 오목로 180, 평화빌딩 3층 (신정동)",양천구,사립,37.52498932735709,126.8545056308134,2022-10-13,
해빗 트레이닝,헬스장,영업중,"서울특별시 영등포구 버드나루로 88, 인따르시아사옥 지하 2층 (영등포동7가)",영등포구,사립,37.526017843487075,126.90635366673114,2022-10-12,
운동해야짐,헬스장,영업중,"서울특별시 관악구 양녕로 50, 3층 (봉천동)",관악구,사립,37.486435698677504,126.94436203340088,2022-10-27,
D-GYM,헬스장,영업중,"서울특별시 영등포구 대방천로 257, 지층 (신길동)",영등포구,사립,37.49903460056343,126.91653981779547,2022-10-12,
터치앤고 트레이닝 스튜디오,헬스장,영업중,"서울특별시 구로구 경인로 204, 지하1층 (오류동)",구로구,사립,37.49575660571656,126.84085668448387,2022-10-11,
피티스테이션,헬스장,영업중,"서울특별시 은평구 통일로67길 9, B1층 (대조동, 주주베에이)",은평구,사립,37.61069633118991,126.9255679623747,2022-09-29,
리프트짐,헬스장,영업중,"서울특별시 강서구 공항대로 186, 로뎀타워 3층 311호 (마곡동)",강서구,사립,37.55910440007643,126.8251469849059,2022-10-31,
우림헬스클럽,헬스장,영업중,"서울특별시 영등포구 양산로 43, 양평동우림 이 비지센타 지하1층 B123호 (양평동3가)",영등포구,사립,37.52578945087978,126.88506765308739,2022-10-31,
소울핏 2호점,헬스장,영업중,"서울특별시 동대문구 답십리로72길 18, 리더스빌딩 4층 (장안동)",동대문구,사립,37.57130609488618,127.07116383912931,2022-09-28,
에이블짐 용두역점,헬스장,영업중,"서울특별시 동대문구 고산자로 406, 화성빌딩 지하1층 (용두동)",동대문구,사립,37.57575854270447,127.03571540909547,2022-11-09,
워너짐 PT 가양점,헬스장,영업중,"서울특별시 강서구 화곡로 429, 토피아빌딩 502호 (가양동)",강서구,사립,37.56153363394055,126.85218659546433,2022-09-14,
DOUM PT,헬스장,영업중,"서울특별시 서초구 주흥3길 6, 연우빌딩 3층 (반포동)",서초구,사립,37.50428336620181,127.01729975907463,2022-09-14,
라이프짐 서원역점,헬스장,영업중,"서울특별시 관악구 신림로 257, 3층 (신림동)",관악구,사립,37.47781584252536,126.9296308555207,2022-09-28,
폴인핏 신림점,헬스장,영업중,"서울특별시 관악구 신림로67길 9, 3층 (신림동)",관악구,사립,37.48607620687535,126.92590521019862,2022-09-29,
포텐PT,헬스장,영업중,"서울특별시 강남구 학동로4길 18, 스카이 빌딩 지하1층 (논현동)",강남구,사립,37.51027114447086,127.0202657737267,2022-09-29,
지핏 지타워피트니스(G-Fit G-Tower Fitness),헬스장,영업중,"서울특별시 구로구 디지털로26길 38, G-Tower 지하1층 (구로동)",구로구,사립,37.47990264418271,126.89233361496825,2022-09-28,
에이원 휘트니스,헬스장,영업중,"서울특별시 도봉구 도봉로 885, 2층 (도봉동)",도봉구,사립,37.683441423844094,127.0427357188486,2022-10-07,
주식회사 이태원짐 서대문구청점,헬스장,영업중,"서울특별시 서대문구 연희로 286, 연희127빌딩 2층 (홍은동)",서대문구,사립,37.5825964860335,126.9336146350029,2022-09-16,
피트니스 에이치,헬스장,영업중,"서울특별시 중랑구 사가정로 373, 성윤빌딩 (면목동)",중랑구,사립,37.58111721075729,127.08332874723747,2022-09-16,
3Y짐,헬스장,영업중,"서울특별시 서대문구 응암로 79, 문화빌딩 201호 (북가좌동)",서대문구,사립,37.580278095096574,126.9083919520261,2022-10-04,
바른PT,헬스장,영업중,"서울특별시 강남구 강남대로 570, 선양빌딩 지하1층 B01호 (논현동)",강남구,사립,37.512827943604165,127.01809934908574,2022-09-20,
타잔짐,헬스장,영업중,"서울특별시 종로구 종로 344, 지하1층 (숭인동, 종로대우디오빌)",종로구,사립,37.57280734008301,127.01318499410021,2022-10-07,
워크어게인 재활헬스케어센터,헬스장,영업중,"서울특별시 금천구 범안로 1130, 디지털엠파이어빌딩 2층 203호 (가산동)",금천구,사립,37.46539247453156,126.88461421195129,2022-10-07,
팩토리짐,헬스장,영업중,"서울특별시 금천구 두산로 70, 현대지식산업센터 A동 티-비201호 (독산동)",금천구,사립,37.4690082736245,126.89271190013578,2022-09-20,
근핏,헬스장,영업중,"서울특별시 동작구 신대방1가길 38, 105동 125호 (신대방동, 동작상떼빌아파트)",동작구,사립,37.48752157607153,126.90395655078153,2022-10-04,
사당역점 스포애니 주)케이디헬스케어,헬스장,영업중,"서울특별시 관악구 남부순환로 2064, 지하1층 (남현동)",관악구,사립,37.476344695799185,126.97517000407828,2022-10-18,
에스(s) 휘트니스,헬스장,영업중,"서울특별시 금천구 디지털로10길 69, 가산 센트럴 푸르지오 시티 (가산동)",금천구,사립,37.475464188697686,126.88799757368012,2022-09-23,
초이스짐,헬스장,영업중,"서울특별시 광진구 아차산로 491, 지하1층 (광장동)",광진구,사립,37.5418287015901,127.093098113334,2022-10-14,
엠크루짐 중곡점,헬스장,영업중,"서울특별시 광진구 면목로 127, 지하1층 (중곡동, 신성그랜드타워)",광진구,사립,37.565177913449325,127.07734611940171,2022-10-14,
건강해짐(Gym),헬스장,영업중,"서울특별시 강남구 봉은사로43길 29, 1층 204호 (논현동)",강남구,사립,37.51109077435421,127.0362129836536,2022-10-11,
와이짐(Y GYM),헬스장,영업중,"서울특별시 강남구 강남대로132길 59, 2층 (논현동)",강남구,사립,37.513511277346986,127.02295524985098,2022-10-21,
디프로PT,헬스장,영업중,"서울특별시 강남구 봉은사로 467, 세창빌딩 3층 (삼성동)",강남구,사립,37.512551891894326,127.04773428957365,2022-10-21,
시너지 휘트니스,헬스장,영업중,"서울특별시 중랑구 면목로 283, 우리은행 4, 5층 (면목동)",중랑구,사립,37.57822696551122,127.08283784273708,2022-10-21,
비타짐(VITAGYM),헬스장,영업중,"서울특별시 마포구 만리재옛길 12-1, 2층 (신공덕동)",마포구,사립,37.54523203837077,126.95199362037671,2022-10-18,
바운드 짐 화곡역점,헬스장,영업중,"서울특별시 강서구 강서로 173, 터보빌딩 6층 (화곡동)",강서구,사립,37.541933739421495,126.8367517566844,2022-10-04,
Holy fit(홀리핏),헬스장,영업중,"서울특별시 서대문구 명물1길 16, 2,3,4층 (창천동)",서대문구,사립,37.558254961290864,126.9344453829861,2022-09-01,
짐타운,헬스장,영업중,"서울특별시 성동구 성수일로1길 1, B1층 (성수동1가)",성동구,사립,37.541303890563135,127.04525710563001,2022-11-04,
주식회사 피트니스101 을지로,헬스장,영업중,"서울특별시 중구 남대문로 109, 국제빌딩 (다동)",중구,사립,37.56696325240952,126.97939292306381,2022-09-27,
하이짐,헬스장,영업중,"서울특별시 강동구 성내로6길 34, 덕창빌딩 지하1층 (성내동)",강동구,사립,37.528420695153955,127.11924375452844,2022-09-02,
"버핏그라운드 역삼 별관, 팀버핏 역삼",헬스장,영업중,"서울특별시 강남구 테헤란로 129, B1층 (역삼동)",강남구,사립,37.500117836301946,127.02933164543488,2022-09-27,
더 바른PT STUDIO,헬스장,영업중,"서울특별시 강서구 강서로56길 56, 101동 201,202호 (등촌동, 메종드남광)",강서구,사립,37.55908165971249,126.83894379308272,2022-09-27,
공간 PT,헬스장,영업중,"서울특별시 강서구 강서로 395, 플레이스에이치 203호 (마곡동)",강서구,사립,37.561037278418944,126.83569412835453,2022-09-27,
PT centre 피티센터,헬스장,영업중,"서울특별시 동작구 동작대로35길 2, 원일빌딩 B층 1호 (사당동)",동작구,사립,37.49105368892848,126.97929038496434,2022-09-02,
파프짐 개포,헬스장,영업중,"서울특별시 강남구 언주로7길 6, 지하2층 (개포동)",강남구,사립,37.478460178456906,127.05244470010378,2022-11-04,
101퍼센트짐,헬스장,영업중,"서울특별시 동대문구 회기로13길 21, 지하1층 (회기동)",동대문구,사립,37.59248011819781,127.04800787059598,2022-09-02,
YFIT 퍼스널트레이닝,헬스장,영업중,"서울특별시 노원구 한글비석로 325, 2층 204호 (중계동)",노원구,사립,37.65639467652336,127.07481987917134,2022-09-27,
714GYM,헬스장,영업중,"서울특별시 광진구 광나루로52길 98, 지하1층 (구의동)",광진구,사립,37.53924215540061,127.08770233529351,2022-09-07,
63피트니스,헬스장,영업중,"서울특별시 강서구 공항대로45길 15, B102~B103호 (등촌동, 가양역 두산위브)",강서구,사립,37.55649161008952,126.85144748405462,2022-09-30,
JY GYM,헬스장,영업중,"서울특별시 강서구 강서로 59, B1호 (화곡동)",강서구,사립,37.53289239250818,126.84283288518657,2022-11-07,
건강한 PT studio,헬스장,영업중,"서울특별시 성북구 동소문로6길 4-3, 2층 (동소문동2가)",성북구,사립,37.58876605447954,127.00509868900286,2022-10-26,
모두짐,헬스장,영업중,"서울특별시 광진구 군자로 186, 2층 (군자동)",광진구,사립,37.55702155328187,127.07567117163742,2022-11-08,
피티몽키위드레몬,헬스장,영업중,"서울특별시 마포구 월드컵북로 220, 2층 일부호 (성산동, 월드컵빌리지)",마포구,사립,37.56960442407063,126.90188513679975,2022-11-07,
저스트PT,헬스장,영업중,"서울특별시 중랑구 망우로 463, 태광치과의원 3층 302호 (망우동)",중랑구,사립,37.60069752096615,127.10076158788097,2022-09-30,
위스테이 휘트니스,헬스장,영업중,"서울특별시 송파구 송파대로30길 39, 종원빌딩 3층 (가락동)",송파구,사립,37.496220046083906,127.11811052554566,2022-11-07,
근본 PT 스튜디오,헬스장,영업중,"서울특별시 송파구 백제고분로41길 25, 지하1층 (송파동)",송파구,사립,37.50801868880736,127.10400630053948,2022-11-07,
㈜세종 피트니스 센터(도도한 다짐),헬스장,영업중,"서울특별시 강동구 상일로10길 36, 세종텔레콤 지식산업센터 지하1층 (상일동)",강동구,사립,37.550752116808326,127.17120780375511,2022-11-08,
15짐,헬스장,영업중,"서울특별시 은평구 연서로29길 24, 4층 (갈현동)",은평구,사립,37.61964088276908,126.91484167911592,2022-11-07,
마이밸런스 프라이빗 PT짐 서초점,헬스장,영업중,"서울특별시 서초구 남부순환로333길 13, 효봉빌딩 2층 (서초동)",서초구,사립,37.4833715651306,127.01702889361347,2022-11-08,
피티스튜디오 건강한 사람들,헬스장,영업중,"서울특별시 송파구 위례광장로 290, B-15호 (장지동, 위례중앙푸르지오2단지)",송파구,사립,37.474760697340066,127.13992485236403,2022-11-03,
빌리버짐 석촌헬리오시티점,헬스장,영업중,"서울특별시 송파구 가락로 78, B1층 (석촌동)",송파구,사립,37.50017249615486,127.10197829327018,2022-11-03,
유니버설 피트니스,헬스장,영업중,"서울특별시 성북구 성북로6길 12, 204호 (성북동, 성북동 근생·도시형생활주택)",성북구,사립,37.58997212427783,127.0022688725309,2022-10-17,
피티밤,헬스장,영업중,"서울특별시 동대문구 왕산로 236, 4층 (전농동)",동대문구,사립,37.58233307152464,127.04549575094235,2022-09-06,
휘트니스 에일린 2호점,헬스장,영업중,"서울특별시 관악구 남부순환로 1733, 지하1층 (봉천동)",관악구,사립,37.482591560272375,126.93986976481872,2022-09-08,
스타트짐,헬스장,영업중,"서울특별시 강서구 양천로59길 46, 대일빌딩 4층 (가양동)",강서구,사립,37.56104075272772,126.85717594601469,2022-10-20,
모어핏,헬스장,영업중,"서울특별시 송파구 백제고분로 433, 장학학원 5층 (송파동)",송파구,사립,37.509560452091314,127.10854584877922,2022-09-06,
다올핏,헬스장,영업중,"서울특별시 노원구 동일로 1689, 2층 215호 (상계동, 하이베라스)",노원구,사립,37.67911938765613,127.05199633431089,2022-09-15,
해피플러스 PT센터,헬스장,영업중,"서울특별시 동작구 국사봉길 26, 2층 (신대방동)",동작구,사립,37.4981159230555,126.92630818360334,2022-09-15,
Hoya Gym,헬스장,영업중,"서울특별시 서초구 서래로10길 23, 3층 (반포동)",서초구,사립,37.49944040547909,126.99688451275226,2022-09-08,
흥바디짐,헬스장,영업중,"서울특별시 은평구 연서로 78, 2층 202호 (역촌동)",은평구,사립,37.606212395485045,126.91286768508373,2022-09-13,
리메디PT,헬스장,영업중,"서울특별시 동대문구 전농로 113, 센타빌딩 2층 (답십리동)",동대문구,사립,37.575052901673466,127.05450860840479,2022-10-28,
The rebody PT,헬스장,영업중,"서울특별시 서초구 서초대로46길 19-7, 지하1층 (서초동)",서초구,사립,37.49169660509009,127.0075801120178,2022-09-22,
BEEFIT STUDIO,헬스장,영업중,"서울특별시 서초구 바우뫼로6길 8-4, 2층 (우면동)",서초구,사립,37.46991454939528,127.02254672378639,2022-10-19,
온바디짐,헬스장,영업중,"서울특별시 관악구 신사로 116-1, 6층 (신림동)",관악구,사립,37.48787492810119,126.91229484789655,2022-10-28,
핫해짐,헬스장,영업중,"서울특별시 금천구 가산디지털1로 58, 에이스한솔타워 208호 (가산동)",금천구,사립,37.47121277704813,126.88351633794002,2021-04-23,
궁PT 마곡점,헬스장,영업중,"서울특별시 강서구 공항대로 200, 마곡지웰타워 303~304호 (마곡동)",강서구,사립,37.55897368977937,126.82661125414714,2021-03-03,
위아핏,헬스장,영업중,"서울특별시 영등포구 국회대로29길 6, 2층 (당산동4가)",영등포구,사립,37.52868301522622,126.89390358167657,2021-04-08,
머스트무브짐 PT&Pilates 잠실새내 4호점,헬스장,영업중,"서울특별시 송파구 올림픽로 108, 맥스빌딩 10층 (잠실동)",송파구,사립,37.51143177893641,127.07988216911582,2021-04-13,
테디피트니스 방이점,헬스장,영업중,"서울특별시 송파구 올림픽로32길 22-13, 지층 2호 (방이동)",송파구,사립,37.51366715559675,127.10594842127823,2021-04-13,
클 필라테스 플러스 피티,헬스장,영업중,"서울특별시 동대문구 장한로 130, 4층 401호 (장안동)",동대문구,사립,37.57182059601943,127.06898215219383,2021-02-08,
빌리프짐 선릉역점,헬스장,영업중,"서울특별시 강남구 테헤란로63길 9, B1층 (삼성동)",강남구,사립,37.5059490281805,127.04701781894296,2021-04-19,
피티루트(부암동점),헬스장,영업중,"서울특별시 종로구 자하문로 273-1, 지하1층 (부암동)",종로구,사립,37.59782451814885,126.95895357302832,2021-03-11,
빌리프짐 양재역점,헬스장,영업중,"서울특별시 서초구 남부순환로347길 23, 유진빌딩 지하1층 (서초동)",서초구,사립,37.48547962997653,127.02829395420578,2021-04-13,
이든핏,헬스장,영업중,"서울특별시 강서구 화곡로 183, 201호 (화곡동)",강서구,사립,37.5424287450591,126.83865741363587,2021-03-11,
김성환짐,헬스장,영업중,"서울특별시 강남구 논현로 419, PMK 빌딩 지하1층 (역삼동)",강남구,사립,37.497603964748755,127.03516317063668,2021-02-08,
PT STUDIO RE ' ON,헬스장,영업중,"서울특별시 성동구 고산자로 255, 케이 타워 7층 (도선동)",성동구,사립,37.56261894030854,127.03283675966132,2021-03-04,
혁짐,헬스장,영업중,"서울특별시 구로구 서해안로 2108, 아이온타워2 5층 501,502,503,504호 (항동)",구로구,사립,37.480622895851404,126.82124734649572,2021-03-02,
김민철 트레이닝,헬스장,영업중,"서울특별시 서초구 서초중앙로31길 18, 그랑반포 4층 (반포동)",서초구,사립,37.499687398762134,127.00747129922607,2021-03-04,
we body gym(위바디짐),헬스장,영업중,"서울특별시 동대문구 한천로 264, 5층 (휘경동)",동대문구,사립,37.58431604384314,127.06542433786959,2021-03-04,
바르다짐,헬스장,영업중,"서울특별시 영등포구 여의대방로55길 18, 2층 (신길동)",영등포구,사립,37.51258656474047,126.92033813693041,2021-03-02,
펀짐,헬스장,영업중,"서울특별시 강남구 봉은사로1길 8, 3층 (논현동)",강남구,사립,37.50549968094331,127.02218939110013,2021-02-17,
씨너지핏,헬스장,영업중,"서울특별시 양천구 목동동로 339, B-126-3호 (목동, 목동트윈빌)",양천구,사립,37.532180630768295,126.87392802958212,2021-02-19,
더프라임PT,헬스장,영업중,"서울특별시 광진구 광나루로56길 63, 프라임 프라자 2층 206호 (구의동)",광진구,사립,37.53739770645228,127.09473101070743,2021-03-23,
이너라인 GYM,헬스장,영업중,"서울특별시 광진구 천호대로 531-1, 지하1층 (중곡동)",광진구,사립,37.55829176275288,127.07482062878825,2021-03-23,
