상호명,분류,영업상태,도로명주소,시군구명,공사립구분,위도,경도,인허가일자,폐업일자
코엑스짐 중곡점,헬스장,영업중,"서울특별시 광진구 용마산로 44, 5층 (중곡동, 삼경빌딩)",광진구,사립,37.55764909543568,127.08537015560631,2010-11-24,
바디 퍼포먼스 짐,헬스장,영업중,서울특별시 광진구 구의강변로 86 (구의동),광진구,공립,37.53813926689138,127.09104269918762,2011-12-02,
초콜릿 휘트니스,헬스장,영업중,"서울특별시 광진구 능동로 373, 3층 (중곡동)",광진구,사립,37.56272521230024,127.07937798475588,2011-12-05,
골드헬스,헬스장,영업중,서울특별시 금천구 시흥대로50길 12-6  (시흥동),금천구,사립,37.451104822781204,126.89980248966135,2002-10-17,
그린헬스,헬스장,영업중,서울특별시 금천구 가산로 85 (독산동),금천구,사립,37.4735718236255,126.891638630922,2003-06-16,
삼성남녀헬스센타,헬스장,영업중,서울특별시 광진구 천호대로 527  (중곡동),광진구,사립,37.558422677430194,127.07446516362229,1995-10-16,
영광헬스피아,헬스장,영업중,서울특별시 광진구 자양로 52  (자양동),광진구,사립,37.53267533444773,127.08273690465427,1996-03-26,
역사헬스,헬스장,영업중,서울특별시 광진구 동일로 222  (군자동),광진구,사립,37.55143887554915,127.06664532326371,1996-04-02,
멜론짐,헬스장,영업중,서울특별시 광진구 구의로 39  (구의동),광진구,사립,37.54143040448412,127.08683555910835,1996-04-10,
파워헬스,헬스장,영업중,서울특별시 광진구 면목로11길 10  (중곡동),광진구,사립,37.56687503175884,127.07822854248813,1996-08-26,
세븐짐 휘트니스,헬스장,영업중,서울특별시 광진구 능동로7길 50 (자양동),광진구,사립,37.5377449865398,127.06352474985977,2012-03-27,
바디퍼포먼스 짐,헬스장,영업중,"서울특별시 광진구 천호대로 548, 지하1층 (군자동)",광진구,사립,37.55688795896381,127.07595106538577,2012-04-25,
아크로짐 구의점,헬스장,영업중,"서울특별시 광진구 광나루로 604, 지하1층 (구의동, 진넥스 베르디엠)",광진구,사립,37.54157315483544,127.09201994099051,2012-12-10,
제이 퍼스널 트레이닝 스튜디오,헬스장,영업중,"서울특별시 광진구 아차산로 477, 지하1층 (구의동)",광진구,사립,37.540732376021964,127.0917917637705,2013-10-08,
휘트니스피플우먼 구의점,헬스장,영업중,"서울특별시 광진구 아차산로 380, 5층 (자양동, 세화빌딩)",광진구,사립,37.53659630640539,127.08212871974636,1994-08-01,
광운헬스,헬스장,영업중,서울특별시 광진구 뚝섬로56길 59  (자양동),광진구,사립,37.528856631901824,127.08003112803529,1994-12-01,
주식회사 헬스보이컴퍼니,헬스장,영업중,"서울특별시 광진구 아차산로 272, 더샵스타시티 지하1층 (자양동)",광진구,사립,37.53780313522157,127.06974203232828,2018-01-17,
바디케어짐,헬스장,영업중,"서울특별시 광진구 천호대로 805, 석원빌딩 4층 (광장동)",광진구,사립,37.545742997020085,127.10037832681196,2018-01-19,
피트니스 아레나,헬스장,영업중,"서울특별시 광진구 아차산로 563, 대한제지(주) 사옥 지하2층 (광장동)",광진구,사립,37.54406276684761,127.10000214578392,2018-03-06,
미진헬스크럽,헬스장,영업중,서울특별시 금천구 독산로 56  (시흥동),금천구,사립,37.45234085808511,126.90338191400542,2000-05-23,
신협헬스장,헬스장,영업중,서울특별시 금천구 독산로 281  (독산동),금천구,사립,37.47182456085102,126.90003201329357,2000-05-31,
G.X휘트니스센터,헬스장,영업중,서울특별시 금천구 시흥대로 215 (시흥동),금천구,사립,37.452929145977805,126.89793441978672,2006-03-30,
JM휘트니스,헬스장,영업중,"서울특별시 광진구 영화사로 24  (중곡동,동화빌딩  5층)",광진구,사립,37.55717910870722,127.08684636946481,2005-07-14,
광명 휘트니스,헬스장,영업중,"서울특별시 광진구 면목로17길 40 (중곡동, 동방프라자 지하1층 101호, 102호)",광진구,사립,37.57089273171947,127.07818173152167,2005-10-24,
드림헬스클럽,헬스장,영업중,"서울특별시 광진구 천호대로129길 29  (중곡동,2층)",광진구,사립,37.55316702546625,127.08821765037794,2005-11-08,
휴먼짐,헬스장,영업중,"서울특별시 광진구 천호대로 675, 6층 (구의동, 화동빌딩)",광진구,사립,37.551015145369,127.087781233674,2006-01-23,
동방헬스,헬스장,영업중,"서울특별시 광진구 면목로17길 40, 2층 203호 (중곡동, 동방프라자)",광진구,사립,37.57089273171947,127.07818173152167,2001-05-09,
바디메이트 짐,헬스장,영업중,"서울특별시 광진구 용마산로 10, 4층 (중곡동, 대붕빌딩)",광진구,사립,37.5545461913508,127.08593052448902,2001-05-16,
뉴금천 휘트니스3,헬스장,영업중,서울특별시 금천구 독산로50길 89 (시흥동),금천구,사립,37.46327822173175,126.90655675875321,2007-03-29,
퍼펙트짐,헬스장,영업중,"서울특별시 금천구 한내로 62, 상가동 4010호 (독산동, 한신아파트)",금천구,사립,37.456520957890476,126.88514053346178,2007-11-08,
디지피트니스(DGFIT)&골프,헬스장,영업중,"서울특별시 금천구 시흥대로 202 (시흥동,지하1층)",금천구,사립,37.45202987799318,126.89909563113265,2009-07-23,
거봉 휘트니스,헬스장,영업중,"서울특별시 금천구 독산로64길 13  (독산동,3,4층)",금천구,사립,37.46513023759107,126.90039241422312,2009-11-04,
타운케이 휘트니스,헬스장,영업중,서울특별시 광진구 뚝섬로 632 (자양동),광진구,사립,37.53175767763778,127.07684390304593,2007-12-26,
이루어짐 구의점,헬스장,영업중,"서울특별시 광진구 아차산로 399, 3층 (구의동)",광진구,사립,37.53759414091152,127.08414419984713,2008-01-02,
맥스토탈휘트니스,헬스장,영업중,"서울특별시 광진구 아차산로 241, 6층 (화양동, 연한빌딩)",광진구,사립,37.54064679199156,127.067273994211,2008-02-25,
시너지휘트니스,헬스장,영업중,"서울특별시 광진구 광나루로 346, 2층 (화양동, 브라운스톤화양)",광진구,사립,37.54799420386471,127.06566425470021,2008-06-10,
휘트니스파크,헬스장,영업중,"서울특별시 광진구 능동로 259  (군자동,지하)",광진구,사립,37.5533557394002,127.07415750072194,2009-04-24,
머슬 H 휘트니스,헬스장,영업중,"서울특별시 광진구 군자로 108 (군자동, 군자빌딩)",광진구,사립,37.55258771157314,127.069191090988,1999-04-23,
상록헬스크리닉,헬스장,영업중,"서울특별시 광진구 뚝섬로23길 43  (자양동,2층)",광진구,사립,37.537359399598884,127.06293313990324,1999-07-15,
메트로헬스,헬스장,영업중,서울특별시 광진구 아차산로 373  (구의동),광진구,사립,37.53697131330754,127.08116207162782,1999-10-02,
아메리칸휘트니스,헬스장,영업중,서울특별시 금천구 독산로 347  (독산동),금천구,사립,37.47781058832994,126.90054960702523,2001-01-16,
아름다운휘트니스,헬스장,영업중,"서울특별시 광진구 뚝섬로 622-1  (자양동,지하1층)",광진구,사립,37.53205060383041,127.07589313249021,2007-04-25,
제이피트휘트니스,헬스장,영업중,"서울특별시 광진구 광나루로 410, B1층 04~06호 (화양동, KCC파크타운)",광진구,사립,37.546559478906936,127.07212218515828,2007-07-04,
휘트니스 트리,헬스장,영업중,"서울특별시 광진구 천호대로 646, 지하1층 (능동, 능동나이스빌딩)",광진구,사립,37.55292185383327,127.0856740412318,2007-09-28,
헬스보이짐&골프인 가산역점,헬스장,영업중,"서울특별시 금천구 벚꽃로 278, 비127호 (가산동, SJ테크노빌)",금천구,사립,37.47941840071551,126.88170007487214,2006-04-06,
퍼플짐앤요가,헬스장,영업중,서울특별시 금천구 독산로 217 (독산동),금천구,사립,37.46614187437978,126.89864732797696,2006-10-24,
비타민 휘트니스,헬스장,영업중,"서울특별시 금천구 시흥대로 399 (독산동,시티렉스 3층)",금천구,사립,37.46940739534095,126.89456262588334,2007-01-18,
주식회사 더랩스휘트니스 독산,헬스장,영업중,"서울특별시 금천구 남부순환로 1372, 현경빌딩 (독산동)",금천구,사립,37.47939147583528,126.90054511146332,2007-01-24,
시티짐 군자,헬스장,영업중,"서울특별시 광진구 군자로 75 (군자동, 지장빌딩)",광진구,사립,37.54994967919908,127.06774543138165,2000-05-12,
화인헬스,헬스장,영업중,서울특별시 광진구 자양로 173  (구의동),광진구,사립,37.54321983445314,127.08134324660244,2000-08-04,
몸가짐 퍼스널트레이닝,헬스장,영업중,"서울특별시 광진구 광나루로 396, 3층 (화양동)",광진구,사립,37.54720633226994,127.07068485930114,2015-02-09,
NX PT STUDIO,헬스장,영업중,"서울특별시 광진구 뚝섬로 656, 2층 (자양동)",광진구,사립,37.53130214729128,127.07947386804865,2015-06-19,
2MR 휘트니스,헬스장,영업중,"서울특별시 광진구 능동로 268, 2층 (능동)",광진구,사립,37.55385178874082,127.07515369359405,2015-06-25,
휘트니스 에이치투,헬스장,영업중,"서울특별시 광진구 능동로19길 57, 3층 301호 (화양동)",광진구,사립,37.54736643048873,127.06762051416172,2015-07-30,
휘트니스베이 24시 건대점,헬스장,영업중,"서울특별시 광진구 능동로19길 35, 지하3층 (화양동)",광진구,사립,37.54706753924095,127.06895087285017,2015-07-30,
노경우 퍼스널 트레이닝,헬스장,영업중,"서울특별시 광진구 아차산로 484, 지하1층 (구의동)",광진구,사립,37.540724365131936,127.09278149734149,2015-11-19,
워라밸피트니스 자양점,헬스장,영업중,"서울특별시 광진구 뚝섬로 585 (자양동, 신축빌딩)",광진구,사립,37.533684830353806,127.07221091518873,2015-12-29,
RSM 휘트니스,헬스장,영업중,서울특별시 금천구 가산디지털2로 30 (가산동),금천구,사립,37.471265924432764,126.88075503363135,2013-01-16,
움 Gym,헬스장,영업중,"서울특별시 금천구 서부샛길 606, 312~315호 (가산동, 대성 디폴리스)",금천구,사립,37.47974732558734,126.87415813209923,2013-01-18,
바디채널핏 독산점,헬스장,영업중,서울특별시 금천구 시흥대로 392 (독산동),금천구,사립,37.468451468972084,126.89547120755631,2013-04-12,
에스바디짐,헬스장,영업중,"서울특별시 금천구 벚꽃로 73, 302~304-1호 (독산동, 금천현대아파트)",금천구,사립,37.46226238834034,126.88749472472988,2013-11-14,
나다헬스,헬스장,영업중,"서울특별시 광진구 능동로4길 17, 3층 (자양동, 원우상가)",광진구,사립,37.53342338529754,127.06591437528958,2009-05-21,
마크짐 휘트니스 - 강변역점,헬스장,영업중,"서울특별시 광진구 구의강변로 45, 5층 (구의동, 구의동 복합빌딩)",광진구,사립,37.53498208279304,127.08836563247036,2009-09-15,
원모어 퍼스널트레이닝 스튜디오,헬스장,영업중,"서울특별시 광진구 광나루로17길 10  (군자동,3층)",광진구,사립,37.54813045718206,127.06997292961525,2010-05-12,
쉬리 여성전용 헬스클럽,헬스장,영업중,서울특별시 금천구 독산로 49 (시흥동),금천구,사립,37.451712027324895,126.90284349984212,2005-09-29,
지비휘트니스문화센터,헬스장,영업중,"서울특별시 금천구 시흥대로153길 99 (가산동,신평대일타운 6층)",금천구,사립,37.47578270709053,126.89048026863877,2005-10-10,
프라임헬스클럽,헬스장,영업중,"서울특별시 광진구 아차산로 453  (구의동,(4층))",광진구,사립,37.53940110910945,127.08950497434535,2003-03-11,
아차산헬스클럽,헬스장,영업중,서울특별시 광진구 자양로 312  (구의동),광진구,사립,37.55310514637637,127.09052961724377,2003-08-26,
군자휘트니스 크럽,헬스장,영업중,"서울특별시 광진구 천호대로 510  (군자동,(3층))",광진구,사립,37.55853309363115,127.07210838321826,1997-11-03,
순수여성헬스,헬스장,영업중,"서울특별시 광진구 아차산로 511  (광장동,지층)",광진구,사립,37.54215150538911,127.0952639614022,1999-01-14,
파나마 헬스클럽,헬스장,영업중,"서울특별시 광진구 자양로26길 31, 2층 201호 (구의동, 명진빌딩)",광진구,사립,37.54157681099988,127.08284950036558,2003-10-17,
비스코헬스케어,헬스장,영업중,"서울특별시 광진구 아차산로70길 62, 지하1,2층 (광장동, 광장현대3단지아파트)",광진구,사립,37.54062083883393,127.09571426343781,2003-11-06,
광진휘트니스,헬스장,영업중,"서울특별시 광진구 뚝섬로 489, 2층 (자양동, 노룬산시장)",광진구,사립,37.53648691610651,127.06197240100178,2003-12-23,
대원헬스,헬스장,영업중,"서울특별시 광진구 면목로 161 (중곡동, 중곡빌딩)",광진구,사립,37.567731520021844,127.07912971725831,2003-04-17,
웨스트짐,헬스장,영업중,서울특별시 광진구 자양로 86 (자양동),광진구,사립,37.535307325915625,127.08152515465417,2004-05-13,
유진헬스클럽,헬스장,영업중,"서울특별시 광진구 자양번영로 42 (자양동, 공주빌딩)",광진구,사립,37.53332968054274,127.07308897510055,1989-10-23,
중앙헬스클럽,헬스장,영업중,"서울특별시 금천구 가산로 116, 2층 (가산동)",금천구,사립,37.47614161593037,126.89028660211422,1998-11-28,
몸가짐 PT&필라테스,헬스장,영업중,"서울특별시 광진구 천호대로111길 9, 2층 (중곡동)",광진구,사립,37.556921379566866,127.07909409205544,2016-12-21,
조승호 아톰 휘트니스 PT,헬스장,영업중,"서울특별시 광진구 광나루로 352, 2층 202호 (화양동)",광진구,사립,37.54798859094338,127.06591094774933,2018-04-02,
Youn-A PT샵,헬스장,영업중,"서울특별시 광진구 천호대로 666, 3층 302호 (구의동)",광진구,사립,37.55135597511736,127.08645587476305,2018-05-10,
휘트니스우먼,헬스장,영업중,"서울특별시 광진구 동일로30길 23, 지층 (화양동, 케이타워오피스텔B)",광진구,사립,37.54768982212768,127.06571001816414,2017-06-04,
더테라 휘트니스,헬스장,영업중,"서울특별시 광진구 뚝섬로 742, 지하2층 (구의동, 광성빌딩)",광진구,사립,37.53420427257428,127.08848403752481,2017-08-09,
원모어핏,헬스장,영업중,"서울특별시 광진구 광나루로 586, 6층 (구의동)",광진구,사립,37.54286262964746,127.09085244076175,2017-09-20,
에이블짐 마곡나루점,헬스장,영업중,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 12층 (마곡동)",강서구,사립,37.568065477087,126.82308142820743,2018-11-29,
엠퍼스널트레이닝서초,헬스장,영업중,"서울특별시 서초구 반포대로14길 42, 오영빌딩 3층 (서초동)",서초구,사립,37.48585686994216,127.01056200029413,2018-12-27,
메디핏,헬스장,영업중,"서울특별시 영등포구 버드나루로 88, 인따르시아사옥 402~404호 (영등포동7가)",영등포구,사립,37.526017843487075,126.90635366673114,2018-12-27,
코어스트롱 휘트니스,헬스장,영업중,"서울특별시 중랑구 신내로 193, 엘리어트하우스 지하1층 B01호 (신내동)",중랑구,사립,37.61549107741614,127.09155976921113,2018-11-08,
워너짐,헬스장,영업중,"서울특별시 양천구 등촌로 236, 3층 (목동)",양천구,사립,37.55058206418032,126.86148710971946,2018-11-07,
삼손헬스,헬스장,영업중,서울특별시 송파구 삼전로 96 (삼전동),송파구,사립,37.506796523042674,127.08757936853225,2019-01-23,
더블핏(Double Fit),헬스장,영업중,"서울특별시 광진구 뚝섬로56가길 13, 현대3차 301동앞 상가 301호 (자양동)",광진구,사립,37.528579584924266,127.08055668058687,2019-01-18,
남스짐,헬스장,영업중,"서울특별시 구로구 오류로 70, 새마을금고회관 4층 (오류동)",구로구,사립,37.490777157604775,126.83810116658849,2019-01-11,
트러스트짐,헬스장,영업중,"서울특별시 성북구 보문로 124, 지하1층 (보문동1가)",성북구,사립,37.586113016129936,127.01630878796186,2019-03-05,
라몬 GYM,헬스장,영업중,"서울특별시 성북구 성북로 5-1, 산빌딩 3층 (성북동1가)",성북구,사립,37.58878174105575,127.0024406472764,2019-03-05,
DDPT&PILATES,헬스장,영업중,"서울특별시 중구 다산로 197-1, 2,3층 (신당동)",중구,사립,37.561003091033854,127.0110729793854,2019-02-15,
스마트짐,헬스장,영업중,"서울특별시 동작구 성대로39길 2, 사랑빌딩 2층 (상도동)",동작구,사립,37.50062306366933,126.9384243739312,2019-03-19,
투혼짐,헬스장,영업중,"서울특별시 동작구 만양로18길 15, 3층 (노량진동)",동작구,사립,37.51319744518912,126.94230297439833,2019-03-19,
휘트니스 피플 우먼 구로디지털단지점,헬스장,영업중,"서울특별시 구로구 디지털로 306, 대륭포스트타워2차 구로동동 B130, B131호 (구로동)",구로구,사립,37.48590349829382,126.89438803808153,2019-03-08,
우리짐 홍대점,헬스장,영업중,"서울특별시 마포구 동교로 207, 현우빌딩 2층 (동교동)",마포구,사립,37.558603974079375,126.92031679549804,2019-03-14,
발리휘트니스(BALI Fitness),헬스장,영업중,"서울특별시 서초구 사평대로26길 8, 포레 933빌딩 4층 (반포동)",서초구,사립,37.4997788996127,126.9957971364616,2019-01-30,
피티플레이스,헬스장,영업중,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 B1층 112호 (가산동)",금천구,사립,37.48138679667923,126.88102747105512,2019-03-08,
짐티피 홍대입구역점,헬스장,영업중,"서울특별시 마포구 신촌로 12, 동우빌딩 지하1층 (동교동)",마포구,사립,37.55805554420621,126.92476126261579,2019-03-19,
아이소포스짐,헬스장,영업중,"서울특별시 서대문구 명물길 19, J-Tower 나동 7층 (창천동)",서대문구,사립,37.55792236763303,126.93480843970306,2019-03-08,
퍼스트짐,헬스장,영업중,"서울특별시 서초구 동산로12길 4, 유성빌딩 지하1층 (양재동)",서초구,사립,37.47154372019354,127.04216929838222,2019-03-08,
짐나우 퍼스널트레이닝,헬스장,영업중,"서울특별시 용산구 한남대로42길 33, 1층 (한남동)",용산구,사립,37.54363258510546,126.99996589478953,2019-02-28,
웅짐,헬스장,영업중,"서울특별시 영등포구 여의대방로 219, 3층 (신길동)",영등포구,사립,37.50653950069101,126.9197505612052,2019-02-28,
바디핏 스타일,헬스장,영업중,"서울특별시 강남구 언주로152길 15-5, 지하1층 (신사동)",강남구,사립,37.52312124487709,127.03185326738682,2019-01-28,
시즌온짐,헬스장,영업중,"서울특별시 관악구 관악로 204, 3층 (봉천동)",관악구,사립,37.48296054223824,126.95140733163204,2019-02-25,
벨르피티,헬스장,영업중,"서울특별시 강서구 강서로 27, 화곡심포니타워 504호 (화곡동)",강서구,사립,37.53036806885968,126.84431126437646,2019-02-28,
짐에브리원3,헬스장,영업중,"서울특별시 강서구 화곡로68길 15, 아벨테크노 B107호 (등촌동)",강서구,사립,37.55946972623716,126.85237893409455,2019-02-28,
로그짐 강남구청점,헬스장,영업중,"서울특별시 강남구 선릉로129길 20, 3층 (논현동)",강남구,사립,37.51613107069613,127.0369600913747,2019-03-21,
Thera PT,헬스장,영업중,"서울특별시 강남구 봉은사로29길 5, B01호 (논현동)",강남구,사립,37.50801525248282,127.03173291392905,2019-01-14,
로그짐 역삼점,헬스장,영업중,"서울특별시 강남구 논현로85길 52, 역삼 푸르지오 시티 B1층 101호 (역삼동)",강남구,사립,37.49817676072366,127.03075343575831,2019-01-14,
머슬아카데미 GYM,헬스장,영업중,"서울특별시 동대문구 약령시로21길 30, 상가동 지하 1호 (청량리동, 현대아파트)",동대문구,사립,37.5849765850274,127.04346039333609,2019-03-26,
짐박스피트니스상암DMC점,헬스장,영업중,"서울특별시 마포구 매봉산로 80, PARK M 10층 (상암동)",마포구,사립,37.57853707047265,126.8913912932817,2019-01-14,
시너짐(SYNERGYM),헬스장,영업중,"서울특별시 마포구 독막로 176, 4층 (구수동)",마포구,사립,37.54723852191792,126.93016395667286,2019-03-20,
파크짐 한양대점,헬스장,영업중,"서울특별시 성동구 왕십리로 223, 지하1,2층 (행당동)",성동구,사립,37.557015050398924,127.03954864264489,2019-03-27,
베이스휘트니스,헬스장,영업중,"서울특별시 영등포구 의사당대로 8, 삼환까뮤빌딩 11층 (여의도동)",영등포구,사립,37.52786758478075,126.9140196454689,2019-03-27,
짐에스디비(GYM SDB),헬스장,영업중,"서울특별시 양천구 신정로11길 64, 통연빌딩 2층 (신정동)",양천구,사립,37.512173212208786,126.8346102216761,2019-01-07,
다미넬GYM,헬스장,영업중,"서울특별시 은평구 갈현로5길 32, 1층 (신사동)",은평구,사립,37.60093189791676,126.90480580987376,2019-03-21,
라온휘트니스,헬스장,영업중,"서울특별시 용산구 효창원로 132, 지하2층 (효창동)",용산구,사립,37.53967957838608,126.95878193636194,2019-02-21,
주식회사 인스타짐 독산역점,헬스장,영업중,"서울특별시 금천구 범안로 1130, 디지털엠파이어빌딩 15층 1501호 (가산동)",금천구,사립,37.46539247453156,126.88461421195129,2019-03-28,
휘트니스꿈&필라테스,헬스장,영업중,"서울특별시 노원구 화랑로 335, 3층 (월계동)",노원구,사립,37.615098629060505,127.0620884113861,2019-03-28,
W gym,헬스장,영업중,"서울특별시 강남구 봉은사로30길 24, 지하 1층 (역삼동)",강남구,사립,37.50596636281403,127.03245897291107,2022-04-20,
짐박스피트니스 낙성대점,헬스장,영업중,"서울특별시 관악구 남부순환로 1924, 동림오피스텔 지하3층 (봉천동)",관악구,사립,37.47700217770459,126.96004285078945,2022-04-20,
마카롱 PT,헬스장,영업중,"서울특별시 서대문구 통일로35길 14-4, B201호 (홍제동)",서대문구,사립,inf,inf,2022-04-20,
짐박스 피트니스,헬스장,영업중,"서울특별시 동작구 시흥대로 658, 3~4층 (신대방동)",동작구,사립,37.4903573775554,126.90521766783961,2022-04-20,
바디킥짐,헬스장,영업중,"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 303호 (마곡동)",강서구,사립,37.55962106454444,126.83433609655476,2022-04-20,
라인피트니스,헬스장,영업중,"서울특별시 양천구 신월로 348, 준빌딩 2층 (신정동)",양천구,사립,37.52163164053927,126.85669123980458,2022-04-20,
다윗헬스클럽,헬스장,영업중,"서울특별시 강동구 구천면로 384, 동곡빌딩 (천호동)",강동구,사립,37.55057542181289,127.13839607165825,2022-04-23,
짐앤피티,헬스장,영업중,"서울특별시 영등포구 국제금융로 72, 4층 (여의도동)",영등포구,사립,37.52110434293123,126.92798501597085,2022-04-22,
온더휘트니스,헬스장,영업중,"서울특별시 영등포구 문래로26길 6, 지하1층 (문래동3가, 문래동메가트리움)",영등포구,사립,37.518089079715644,126.89458506332267,2022-04-25,
팀람다 트레이닝센터,헬스장,영업중,"서울특별시 서초구 서초중앙로22길 92-4, 동구빌딩 지층 (서초동)",서초구,사립,37.49400533476654,127.01602622410924,2022-04-25,
내셔널짐 서초점,헬스장,영업중,"서울특별시 서초구 사임당로 143, Cross 143 4층 407,408호 (서초동)",서초구,사립,37.49188332584673,127.02234445037975,2022-04-21,
모스트짐,헬스장,영업중,"서울특별시 성동구 상원길 64, 2층 (성수동1가)",성동구,사립,37.54979441325383,127.0451280040503,2022-04-21,
스마일 보이짐,헬스장,영업중,서울특별시 성북구 안암로9가길 10 (안암동4가),성북구,사립,37.58066834400223,127.02221042778041,2022-04-26,
쑤핏,헬스장,영업중,"서울특별시 중랑구 신내역로1길 127-12, 2층 (신내동)",중랑구,사립,37.61795126372033,127.10569880435716,2019-03-27,
에이트 피티 스튜디오,헬스장,영업중,"서울특별시 도봉구 해등로 200, 지층 (쌍문동)",도봉구,사립,37.65829131267618,127.03165426169237,2019-04-01,
피트니스 원,헬스장,영업중,"서울특별시 마포구 독막로 320, 마포 태영 데시앙 지하1층 (도화동)",마포구,사립,37.54296757045766,126.94496524275397,2019-02-22,
라이프플러스 휘트니스 가좌역점,헬스장,영업중,"서울특별시 서대문구 수색로 56, 성공타워1 지하1층 (북가좌동)",서대문구,사립,37.57085830890258,126.90971069596436,2019-02-22,
"골드에스 휘트니스, 필라테스 서초점",헬스장,영업중,"서울특별시 서초구 반포대로 58, 상가동 지하1~2층 (서초동, 서초아트자이)",서초구,사립,37.48571404029242,127.0086766696111,2019-03-25,
주식회사 업핏,헬스장,영업중,"서울특별시 영등포구 당산로 241, 동화빌딩 (당산동6가)",영등포구,사립,37.53516829514778,126.89955777626024,2019-02-26,
연세헬스,헬스장,영업중,"서울특별시 강동구 올림픽로 697, 호진빌딩 1102호 (천호동)",강동구,사립,37.54372117037592,127.12203294100328,2019-02-26,
피트니스솔루션,헬스장,영업중,"서울특별시 서초구 서초대로 335, 서흥빌딩 5층 (서초동)",서초구,사립,37.495239061287315,127.01500225066697,2019-03-04,
면목 휘트니스,헬스장,영업중,"서울특별시 중랑구 면목로 398, 8층 (면목동)",중랑구,사립,37.58746910259196,127.08518271647716,2019-03-07,
핏오짐,헬스장,영업중,"서울특별시 도봉구 마들로 650, 도봉월드상가 207호 (방학동)",도봉구,사립,37.66802653492441,127.04418360404944,2019-03-04,
블랙포스짐,헬스장,영업중,서울특별시 강남구 학동로20길 16 (논현동),강남구,사립,37.512112540324146,127.02534419198497,2019-02-18,
CLUB GYM,헬스장,영업중,"서울특별시 송파구 가락로 273, 102호 (방이동)",송파구,사립,37.51239107731595,127.11646746139819,2019-04-09,
진핏퍼스널트레이닝,헬스장,영업중,"서울특별시 용산구 한남대로 76, 한남프라자 4층 (한남동)",용산구,사립,37.535565051702875,127.00362529801686,2019-04-15,
디오필라앤핏,헬스장,영업중,"서울특별시 양천구 목동동로 212, 더빌딩 지1층 (목동)",양천구,사립,37.52453186733631,126.86882746129263,2019-06-03,
주식회사제임스짐아이에프씨,헬스장,영업중,"서울특별시 영등포구 국제금융로 10, 서울 국제금융 센터 3층 300호 (여의도동)",영등포구,사립,37.524978584577696,126.92240825945052,2019-05-24,
브이아이피짐(VIPGYM) 방이점,헬스장,영업중,"서울특별시 송파구 마천로 13, 3층 301호 (방이동)",송파구,사립,37.51039935678435,127.11970267471416,2019-04-08,
트윈PT,헬스장,영업중,"서울특별시 관악구 남부순환로 1936, 벽천빌딩 3층 (봉천동)",관악구,사립,37.47663048401696,126.96107609851131,2019-06-13,
BELIEVE PT STUDIO,헬스장,영업중,"서울특별시 강서구 화곡로 141, 월드빌딩 2층 (화곡동)",강서구,사립,37.54109312365379,126.83448362671557,2019-06-13,
고위드 피트니스,헬스장,영업중,"서울특별시 동작구 보라매로5길 35, 2층 (신대방동, 파크스퀘어,보라매현대APT)",동작구,사립,37.49211036165632,126.92063378450099,2019-06-13,
프로바디핏,헬스장,영업중,"서울특별시 금천구 탑골로 5, 그레이스빌딩 지하층 (시흥동)",금천구,사립,37.45108332814037,126.90714999596183,2019-06-17,
3S gym,헬스장,영업중,서울특별시 중구 청구로4길 19 (신당동),중구,사립,37.560715772887285,127.0122470107705,2019-04-10,
상승짐,헬스장,영업중,"서울특별시 동대문구 장한로 98, 케이타워 지하1층 (장안동)",동대문구,사립,37.56929054645394,127.06728377499088,2019-06-04,
서세호 PT&PILATES,헬스장,영업중,"서울특별시 강남구 남부순환로 2732, 2층 (도곡동)",강남구,사립,37.48577933199697,127.04199204253666,2019-05-28,
Move Gym,헬스장,영업중,"서울특별시 송파구 오금로 136, 청양빌딩 (송파동)",송파구,사립,37.51097962111876,127.10706505250572,2019-05-21,
엠오핏 PT&Pilates,헬스장,영업중,"서울특별시 양천구 공항대로 566, 클래리티 타워 지하1층 (목동)",양천구,사립,37.54894438336347,126.86518632486086,2019-04-10,
(주)에이블짐 교대역점,헬스장,영업중,"서울특별시 서초구 서초대로 320, 하림인터내셔날빌딩 지하2층 (서초동)",서초구,사립,37.49419266847254,127.01370850295068,2019-05-28,
Keep Fit studio,헬스장,영업중,"서울특별시 동작구 만양로 38, 1층 (노량진동)",동작구,사립,37.50780910802382,126.9450114585532,2019-05-07,
KuksooL Multi-Gym,헬스장,영업중,"서울특별시 관악구 호암로24길 35, 청송빌딩 지하1층 (신림동)",관악구,사립,37.469679208577084,126.93222090169915,2019-04-25,
헬스보이짐 가양역점,헬스장,영업중,"서울특별시 강서구 양천로 476, 금부빌딩 지하1층 (등촌동)",강서구,사립,37.56161087206833,126.85037727402128,2019-04-30,
발리짐 노원역점,헬스장,영업중,"서울특별시 노원구 상계로 64, 화랑빌딩 가동 6층 1,2호 (상계동)",노원구,사립,37.655681656703756,127.05943618044398,2019-05-10,
최원준 GYM,헬스장,영업중,"서울특별시 강남구 남부순환로 2921, 남서울종합상가 308호 (대치동)",강남구,사립,37.49360623605217,127.05680991197323,2019-05-08,
